trx_id,sk_order,sk_product,product_name,product_category,product_discontinued,sk_customers,customer_companyname,customer_title,sk_supplier,supplier_companyname,sk_employee,employee_name,employee_title,sk_shipper,ship_city,ship_country,ship_region,shipped_date,shipper_companyname,sk_orderdate,tanggal,tahun_angka,bulan,kuartal,hari_dalam_bulan_angka,unitprice,quantity,discount,freight,amount
591,222,44,Gula Malacca,Condiments,Not Discontinued,89,White Clover Markets,Owner,21,Leka Trading,1,Ms. Nancy Davolio,Sales Representative,1,Seattle,United States of America,Washington,1997/03/14 00:00:00.000000000,Speedy Express,19970310,1997/03/10 00:00:00.000000000,1997,March,Q1,10,15.5,2,0.15,60.18,32
614,232,38,Côte de Blaye,Beverages,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,19,Aux joyeux ecclésiastiques,3,Ms. Janet Leverling,Sales Representative,3,Albuquerque,United States of America,New Mexico,1997/03/21 00:00:00.000000000,Federal Shipping,19970319,1997/03/19 00:00:00.000000000,1997,March,Q1,19,210.8,30,0.0,708.95,6330
615,232,53,Perth Pasties,Meat/Poultry,Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,5,"G'day, Mate",3,Ms. Janet Leverling,Sales Representative,3,Albuquerque,United States of America,New Mexico,1997/03/21 00:00:00.000000000,Federal Shipping,19970319,1997/03/19 00:00:00.000000000,1997,March,Q1,19,26.2,28,0.0,708.95,728
616,232,59,Raclette Courdavault,Dairy Products,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,28,Gai pâturage,3,Ms. Janet Leverling,Sales Representative,3,Albuquerque,United States of America,New Mexico,1997/03/21 00:00:00.000000000,Federal Shipping,19970319,1997/03/19 00:00:00.000000000,1997,March,Q1,19,44.0,60,0.0,708.95,2640
617,232,64,Wimmers gute Semmelknödel,Grains/Cereals,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,3,Plutzer Lebensmittelgroßmärkte AG,3,Ms. Janet Leverling,Sales Representative,3,Albuquerque,United States of America,New Mexico,1997/03/21 00:00:00.000000000,Federal Shipping,19970319,1997/03/19 00:00:00.000000000,1997,March,Q1,19,26.6,30,0.0,708.95,810
622,235,40,Boston Crab Meat,Seafood,Not Discontinued,43,Lazy K Kountry Store,Marketing Manager,20,New England Seafood Cannery,1,Ms. Nancy Davolio,Sales Representative,3,Walla Walla,United States of America,Washington,1997/04/10 00:00:00.000000000,Federal Shipping,19970321,1997/03/21 00:00:00.000000000,1997,March,Q1,21,14.7,10,0.0,7.48,150
623,236,34,Sasquatch Ale,Beverages,Not Discontinued,89,White Clover Markets,Owner,17,Bigfoot Breweries,7,Mr. Robert King,Sales Representative,2,Seattle,United States of America,Washington,1997/04/25 00:00:00.000000000,United Package,19970324,1997/03/24 00:00:00.000000000,1997,March,Q1,24,11.2,35,0.05,15.28,385
624,236,77,Original Frankfurter grüne Soße,Condiments,Not Discontinued,89,White Clover Markets,Owner,3,Plutzer Lebensmittelgroßmärkte AG,7,Mr. Robert King,Sales Representative,2,Seattle,United States of America,Washington,1997/04/25 00:00:00.000000000,United Package,19970324,1997/03/24 00:00:00.000000000,1997,March,Q1,24,10.4,30,0.05,15.28,300
673,257,2,Chang,Beverages,Discontinued,89,White Clover Markets,Owner,6,Exotic Liquids,4,Mrs. Margaret Peacock,Sales Representative,3,Seattle,United States of America,Washington,1997/04/18 00:00:00.000000000,Federal Shipping,19970411,1997/04/11 00:00:00.000000000,1997,April,Q2,11,19.0,12,0.0,59.13,228
674,257,21,Sir Rodney's Scones,Confections,Not Discontinued,89,White Clover Markets,Owner,11,"Specialty Biscuits, Ltd.",4,Mrs. Margaret Peacock,Sales Representative,3,Seattle,United States of America,Washington,1997/04/18 00:00:00.000000000,Federal Shipping,19970411,1997/04/11 00:00:00.000000000,1997,April,Q2,11,10.0,12,0.0,59.13,120
675,257,53,Perth Pasties,Meat/Poultry,Discontinued,89,White Clover Markets,Owner,5,"G'day, Mate",4,Mrs. Margaret Peacock,Sales Representative,3,Seattle,United States of America,Washington,1997/04/18 00:00:00.000000000,Federal Shipping,19970411,1997/04/11 00:00:00.000000000,1997,April,Q2,11,32.8,10,0.0,59.13,330
676,257,61,Sirop d'érable,Condiments,Not Discontinued,89,White Clover Markets,Owner,29,Forêts d'érables,4,Mrs. Margaret Peacock,Sales Representative,3,Seattle,United States of America,Washington,1997/04/18 00:00:00.000000000,Federal Shipping,19970411,1997/04/11 00:00:00.000000000,1997,April,Q2,11,28.5,25,0.0,59.13,725
685,263,29,Thüringer Rostbratwurst,Meat/Poultry,Discontinued,71,Save-a-lot Markets,Sales Representative,3,Plutzer Lebensmittelgroßmärkte AG,6,Mr. Michael Suyama,Sales Representative,3,Boise,United States of America,Idaho,1997/04/28 00:00:00.000000000,Federal Shipping,19970418,1997/04/18 00:00:00.000000000,1997,April,Q2,18,123.79,36,0.0,367.63,4464
686,263,75,Rhönbräu Klosterbier,Beverages,Not Discontinued,71,Save-a-lot Markets,Sales Representative,3,Plutzer Lebensmittelgroßmärkte AG,6,Mr. Michael Suyama,Sales Representative,3,Boise,United States of America,Idaho,1997/04/28 00:00:00.000000000,Federal Shipping,19970418,1997/04/18 00:00:00.000000000,1997,April,Q2,18,7.75,36,0.1,367.63,288
743,281,11,Queso Cabrales,Dairy Products,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,9,Cooperativa de Quesos 'Las Cabras',6,Mr. Michael Suyama,Sales Representative,2,Eugene,United States of America,Oregon,1997/05/09 00:00:00.000000000,United Package,19970506,1997/05/06 00:00:00.000000000,1997,May,Q2,6,21.0,3,0.0,3.35,63
744,281,33,Geitost,Dairy Products,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,16,Norske Meierier,6,Mr. Michael Suyama,Sales Representative,2,Eugene,United States of America,Oregon,1997/05/09 00:00:00.000000000,United Package,19970506,1997/05/06 00:00:00.000000000,1997,May,Q2,6,2.5,8,0.2,3.35,24
745,281,72,Mozzarella di Giovanni,Dairy Products,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,4,Formaggi Fortini s.r.l.,6,Mr. Michael Suyama,Sales Representative,2,Eugene,United States of America,Oregon,1997/05/09 00:00:00.000000000,United Package,19970506,1997/05/06 00:00:00.000000000,1997,May,Q2,6,34.8,9,0.0,3.35,315
793,297,28,Rössle Sauerkraut,Produce,Discontinued,48,Lonesome Pine Restaurant,Sales Manager,3,Plutzer Lebensmittelgroßmärkte AG,4,Mrs. Margaret Peacock,Sales Representative,1,Portland,United States of America,Oregon,1997/05/30 00:00:00.000000000,Speedy Express,19970521,1997/05/21 00:00:00.000000000,1997,May,Q2,21,45.6,7,0.0,24.91,322
794,297,67,Laughing Lumberjack Lager,Beverages,Not Discontinued,48,Lonesome Pine Restaurant,Sales Manager,17,Bigfoot Breweries,4,Mrs. Margaret Peacock,Sales Representative,1,Portland,United States of America,Oregon,1997/05/30 00:00:00.000000000,Speedy Express,19970521,1997/05/21 00:00:00.000000000,1997,May,Q2,21,14.0,7,0.0,24.91,98
795,298,11,Queso Cabrales,Dairy Products,Not Discontinued,43,Lazy K Kountry Store,Marketing Manager,9,Cooperativa de Quesos 'Las Cabras',8,Ms. Laura Callahan,Inside Sales Coordinator,2,Walla Walla,United States of America,Washington,1997/06/26 00:00:00.000000000,United Package,19970522,1997/05/22 00:00:00.000000000,1997,May,Q2,22,21.0,10,0.0,11.92,210
824,308,14,Tofu,Produce,Not Discontinued,71,Save-a-lot Markets,Sales Representative,2,Mayumi's,6,Mr. Michael Suyama,Sales Representative,3,Boise,United States of America,Idaho,1997/06/04 00:00:00.000000000,Federal Shipping,19970602,1997/06/02 00:00:00.000000000,1997,June,Q2,2,23.25,30,0.2,252.49,690
825,308,19,Teatime Chocolate Biscuits,Confections,Not Discontinued,71,Save-a-lot Markets,Sales Representative,11,"Specialty Biscuits, Ltd.",6,Mr. Michael Suyama,Sales Representative,3,Boise,United States of America,Idaho,1997/06/04 00:00:00.000000000,Federal Shipping,19970602,1997/06/02 00:00:00.000000000,1997,June,Q2,2,9.2,35,0.2,252.49,315
826,308,24,Guaraná Fantástica,Beverages,Discontinued,71,Save-a-lot Markets,Sales Representative,13,Refrescos Americanas LTDA,6,Mr. Michael Suyama,Sales Representative,3,Boise,United States of America,Idaho,1997/06/04 00:00:00.000000000,Federal Shipping,19970602,1997/06/02 00:00:00.000000000,1997,June,Q2,2,4.5,18,0.2,252.49,90
827,308,51,Manjimup Dried Apples,Produce,Not Discontinued,71,Save-a-lot Markets,Sales Representative,5,"G'day, Mate",6,Mr. Michael Suyama,Sales Representative,3,Boise,United States of America,Idaho,1997/06/04 00:00:00.000000000,Federal Shipping,19970602,1997/06/02 00:00:00.000000000,1997,June,Q2,2,53.0,20,0.2,252.49,1060
828,308,56,Gnocchi di nonna Alice,Grains/Cereals,Not Discontinued,71,Save-a-lot Markets,Sales Representative,26,Pasta Buttini s.r.l.,6,Mr. Michael Suyama,Sales Representative,3,Boise,United States of America,Idaho,1997/06/04 00:00:00.000000000,Federal Shipping,19970602,1997/06/02 00:00:00.000000000,1997,June,Q2,2,38.0,40,0.2,252.49,1520
847,317,17,Alice Mutton,Meat/Poultry,Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,10,"Pavlova, Ltd.",4,Mrs. Margaret Peacock,Sales Representative,3,Albuquerque,United States of America,New Mexico,1997/06/16 00:00:00.000000000,Federal Shipping,19970610,1997/06/10 00:00:00.000000000,1997,June,Q2,10,39.0,16,0.05,13.75,624
848,317,31,Gorgonzola Telino,Dairy Products,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,4,Formaggi Fortini s.r.l.,4,Mrs. Margaret Peacock,Sales Representative,3,Albuquerque,United States of America,New Mexico,1997/06/16 00:00:00.000000000,Federal Shipping,19970610,1997/06/10 00:00:00.000000000,1997,June,Q2,10,12.5,6,0.05,13.75,78
849,317,55,Pâté chinois,Meat/Poultry,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,25,Ma Maison,4,Mrs. Margaret Peacock,Sales Representative,3,Albuquerque,United States of America,New Mexico,1997/06/16 00:00:00.000000000,Federal Shipping,19970610,1997/06/10 00:00:00.000000000,1997,June,Q2,10,24.0,25,0.05,13.75,600
859,322,31,Gorgonzola Telino,Dairy Products,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,4,Formaggi Fortini s.r.l.,5,Mr. Steven Buchanan,Sales Manager,1,Albuquerque,United States of America,New Mexico,1997/07/11 00:00:00.000000000,Speedy Express,19970616,1997/06/16 00:00:00.000000000,1997,June,Q2,16,12.5,35,0.2,58.98,455
860,322,76,Lakkalikööri,Beverages,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,24,Karkki Oy,5,Mr. Steven Buchanan,Sales Manager,1,Albuquerque,United States of America,New Mexico,1997/07/11 00:00:00.000000000,Speedy Express,19970616,1997/06/16 00:00:00.000000000,1997,June,Q2,16,18.0,30,0.0,58.98,540
872,327,33,Geitost,Dairy Products,Not Discontinued,82,Trail's Head Gourmet Provisioners,Sales Associate,16,Norske Meierier,4,Mrs. Margaret Peacock,Sales Representative,2,Kirkland,United States of America,Washington,1997/06/30 00:00:00.000000000,United Package,19970619,1997/06/19 00:00:00.000000000,1997,June,Q2,19,2.5,14,0.0,37.6,42
873,327,40,Boston Crab Meat,Seafood,Not Discontinued,82,Trail's Head Gourmet Provisioners,Sales Associate,20,New England Seafood Cannery,4,Mrs. Margaret Peacock,Sales Representative,2,Kirkland,United States of America,Washington,1997/06/30 00:00:00.000000000,United Package,19970619,1997/06/19 00:00:00.000000000,1997,June,Q2,19,18.4,2,0.0,37.6,36
874,327,62,Tarte au sucre,Confections,Not Discontinued,82,Trail's Head Gourmet Provisioners,Sales Associate,29,Forêts d'érables,4,Mrs. Margaret Peacock,Sales Representative,2,Kirkland,United States of America,Washington,1997/06/30 00:00:00.000000000,United Package,19970619,1997/06/19 00:00:00.000000000,1997,June,Q2,19,49.3,10,0.0,37.6,490
875,327,64,Wimmers gute Semmelknödel,Grains/Cereals,Not Discontinued,82,Trail's Head Gourmet Provisioners,Sales Associate,3,Plutzer Lebensmittelgroßmärkte AG,4,Mrs. Margaret Peacock,Sales Representative,2,Kirkland,United States of America,Washington,1997/06/30 00:00:00.000000000,United Package,19970619,1997/06/19 00:00:00.000000000,1997,June,Q2,19,33.25,6,0.0,37.6,198
883,330,39,Chartreuse verte,Beverages,Not Discontinued,82,Trail's Head Gourmet Provisioners,Sales Associate,19,Aux joyeux ecclésiastiques,9,Ms. Anne Dodsworth,Sales Representative,2,Kirkland,United States of America,Washington,1997/06/30 00:00:00.000000000,United Package,19970623,1997/06/23 00:00:00.000000000,1997,June,Q2,23,18.0,10,0.0,25.41,180
884,330,75,Rhönbräu Klosterbier,Beverages,Not Discontinued,82,Trail's Head Gourmet Provisioners,Sales Associate,3,Plutzer Lebensmittelgroßmärkte AG,9,Ms. Anne Dodsworth,Sales Representative,2,Kirkland,United States of America,Washington,1997/06/30 00:00:00.000000000,United Package,19970623,1997/06/23 00:00:00.000000000,1997,June,Q2,23,7.75,20,0.0,25.41,160
885,330,77,Original Frankfurter grüne Soße,Condiments,Not Discontinued,82,Trail's Head Gourmet Provisioners,Sales Associate,3,Plutzer Lebensmittelgroßmärkte AG,9,Ms. Anne Dodsworth,Sales Representative,2,Kirkland,United States of America,Washington,1997/06/30 00:00:00.000000000,United Package,19970623,1997/06/23 00:00:00.000000000,1997,June,Q2,23,13.0,18,0.0,25.41,234
888,332,15,Genen Shouyu,Condiments,Not Discontinued,45,Let's Stop N Shop,Owner,2,Mayumi's,1,Ms. Nancy Davolio,Sales Representative,2,San Francisco,United States of America,California,1997/07/04 00:00:00.000000000,United Package,19970625,1997/06/25 00:00:00.000000000,1997,June,Q2,25,15.5,10,0.0,13.73,160
889,332,75,Rhönbräu Klosterbier,Beverages,Not Discontinued,45,Let's Stop N Shop,Owner,3,Plutzer Lebensmittelgroßmärkte AG,1,Ms. Nancy Davolio,Sales Representative,2,San Francisco,United States of America,California,1997/07/04 00:00:00.000000000,United Package,19970625,1997/06/25 00:00:00.000000000,1997,June,Q2,25,7.75,21,0.0,13.73,168
907,342,35,Steeleye Stout,Beverages,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,17,Bigfoot Breweries,8,Ms. Laura Callahan,Inside Sales Coordinator,2,Eugene,United States of America,Oregon,1997/07/14 00:00:00.000000000,United Package,19970704,1997/07/04 00:00:00.000000000,1997,July,Q3,4,18.0,4,0.0,4.42,72
918,347,52,Filo Mix,Grains/Cereals,Not Discontinued,55,Old World Delicatessen,Sales Representative,5,"G'day, Mate",3,Ms. Janet Leverling,Sales Representative,2,Anchorage,United States of America,Alaska,1997/07/16 00:00:00.000000000,United Package,19970709,1997/07/09 00:00:00.000000000,1997,July,Q3,9,7.0,24,0.0,5.24,168
919,347,58,Escargots de Bourgogne,Seafood,Not Discontinued,55,Old World Delicatessen,Sales Representative,27,Escargots Nouveaux,3,Ms. Janet Leverling,Sales Representative,2,Anchorage,United States of America,Alaska,1997/07/16 00:00:00.000000000,United Package,19970709,1997/07/09 00:00:00.000000000,1997,July,Q3,9,13.25,30,0.0,5.24,390
923,349,56,Gnocchi di nonna Alice,Grains/Cereals,Not Discontinued,89,White Clover Markets,Owner,26,Pasta Buttini s.r.l.,8,Ms. Laura Callahan,Inside Sales Coordinator,1,Seattle,United States of America,Washington,1997/08/12 00:00:00.000000000,Speedy Express,19970711,1997/07/11 00:00:00.000000000,1997,July,Q3,11,38.0,5,0.2,16.34,190
924,349,63,Vegie-spread,Condiments,Not Discontinued,89,White Clover Markets,Owner,10,"Pavlova, Ltd.",8,Ms. Laura Callahan,Inside Sales Coordinator,1,Seattle,United States of America,Washington,1997/08/12 00:00:00.000000000,Speedy Express,19970711,1997/07/11 00:00:00.000000000,1997,July,Q3,11,43.9,24,0.2,16.34,1056
925,349,75,Rhönbräu Klosterbier,Beverages,Not Discontinued,89,White Clover Markets,Owner,3,Plutzer Lebensmittelgroßmärkte AG,8,Ms. Laura Callahan,Inside Sales Coordinator,1,Seattle,United States of America,Washington,1997/08/12 00:00:00.000000000,Speedy Express,19970711,1997/07/11 00:00:00.000000000,1997,July,Q3,11,7.75,30,0.2,16.34,240
929,351,27,Schoggi Schokolade,Confections,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,14,Heli Süßwaren GmbH & Co. KG,1,Ms. Nancy Davolio,Sales Representative,3,Albuquerque,United States of America,New Mexico,1997/07/18 00:00:00.000000000,Federal Shipping,19970714,1997/07/14 00:00:00.000000000,1997,July,Q3,14,43.9,50,0.0,44.42,2200
930,351,71,Flotemysost,Dairy Products,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,16,Norske Meierier,1,Ms. Nancy Davolio,Sales Representative,3,Albuquerque,United States of America,New Mexico,1997/07/18 00:00:00.000000000,Federal Shipping,19970714,1997/07/14 00:00:00.000000000,1997,July,Q3,14,21.5,9,0.0,44.42,198
932,353,54,Tourtière,Meat/Poultry,Not Discontinued,36,Hungry Coyote Import Store,Sales Representative,25,Ma Maison,4,Mrs. Margaret Peacock,Sales Representative,1,Elgin,United States of America,Oregon,1997/07/21 00:00:00.000000000,Speedy Express,19970716,1997/07/16 00:00:00.000000000,1997,July,Q3,16,7.45,4,0.0,45.13,28
933,353,73,Röd Kaviar,Seafood,Not Discontinued,36,Hungry Coyote Import Store,Sales Representative,18,Svensk Sjöföda AB,4,Mrs. Margaret Peacock,Sales Representative,1,Elgin,United States of America,Oregon,1997/07/21 00:00:00.000000000,Speedy Express,19970716,1997/07/16 00:00:00.000000000,1997,July,Q3,16,15.0,30,0.0,45.13,450
937,356,22,Gustaf's Knäckebröd,Grains/Cereals,Not Discontinued,71,Save-a-lot Markets,Sales Representative,12,PB Knäckebröd AB,8,Ms. Laura Callahan,Inside Sales Coordinator,2,Boise,United States of America,Idaho,1997/08/08 00:00:00.000000000,United Package,19970718,1997/07/18 00:00:00.000000000,1997,July,Q3,18,21.0,48,0.0,48.77,1008
938,356,49,Maxilaku,Confections,Not Discontinued,71,Save-a-lot Markets,Sales Representative,24,Karkki Oy,8,Ms. Laura Callahan,Inside Sales Coordinator,2,Boise,United States of America,Idaho,1997/08/08 00:00:00.000000000,United Package,19970718,1997/07/18 00:00:00.000000000,1997,July,Q3,18,20.0,25,0.05,48.77,500
948,360,7,Uncle Bob's Organic Dried Pears,Produce,Not Discontinued,71,Save-a-lot Markets,Sales Representative,7,Grandma Kelly's Homestead,5,Mr. Steven Buchanan,Sales Manager,1,Boise,United States of America,Idaho,1997/07/25 00:00:00.000000000,Speedy Express,19970722,1997/07/22 00:00:00.000000000,1997,July,Q3,22,30.0,45,0.0,200.24,1350
949,360,17,Alice Mutton,Meat/Poultry,Discontinued,71,Save-a-lot Markets,Sales Representative,10,"Pavlova, Ltd.",5,Mr. Steven Buchanan,Sales Manager,1,Boise,United States of America,Idaho,1997/07/25 00:00:00.000000000,Speedy Express,19970722,1997/07/22 00:00:00.000000000,1997,July,Q3,22,39.0,100,0.0,200.24,3900
950,360,33,Geitost,Dairy Products,Not Discontinued,71,Save-a-lot Markets,Sales Representative,16,Norske Meierier,5,Mr. Steven Buchanan,Sales Manager,1,Boise,United States of America,Idaho,1997/07/25 00:00:00.000000000,Speedy Express,19970722,1997/07/22 00:00:00.000000000,1997,July,Q3,22,2.5,14,0.0,200.24,42
951,360,40,Boston Crab Meat,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,20,New England Seafood Cannery,5,Mr. Steven Buchanan,Sales Manager,1,Boise,United States of America,Idaho,1997/07/25 00:00:00.000000000,Speedy Express,19970722,1997/07/22 00:00:00.000000000,1997,July,Q3,22,18.4,42,0.0,200.24,756
952,360,72,Mozzarella di Giovanni,Dairy Products,Not Discontinued,71,Save-a-lot Markets,Sales Representative,4,Formaggi Fortini s.r.l.,5,Mr. Steven Buchanan,Sales Manager,1,Boise,United States of America,Idaho,1997/07/25 00:00:00.000000000,Speedy Express,19970722,1997/07/22 00:00:00.000000000,1997,July,Q3,22,34.8,12,0.0,200.24,420
961,365,10,Ikura,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,8,Tokyo Traders,1,Ms. Nancy Davolio,Sales Representative,2,Boise,United States of America,Idaho,1997/08/01 00:00:00.000000000,United Package,19970728,1997/07/28 00:00:00.000000000,1997,July,Q3,28,31.0,70,0.0,544.08,2170
962,365,36,Inlagd Sill,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,18,Svensk Sjöföda AB,1,Ms. Nancy Davolio,Sales Representative,2,Boise,United States of America,Idaho,1997/08/01 00:00:00.000000000,United Package,19970728,1997/07/28 00:00:00.000000000,1997,July,Q3,28,19.0,55,0.0,544.08,1045
963,365,49,Maxilaku,Confections,Not Discontinued,71,Save-a-lot Markets,Sales Representative,24,Karkki Oy,1,Ms. Nancy Davolio,Sales Representative,2,Boise,United States of America,Idaho,1997/08/01 00:00:00.000000000,United Package,19970728,1997/07/28 00:00:00.000000000,1997,July,Q3,28,20.0,18,0.0,544.08,360
964,365,60,Camembert Pierrot,Dairy Products,Not Discontinued,71,Save-a-lot Markets,Sales Representative,28,Gai pâturage,1,Ms. Nancy Davolio,Sales Representative,2,Boise,United States of America,Idaho,1997/08/01 00:00:00.000000000,United Package,19970728,1997/07/28 00:00:00.000000000,1997,July,Q3,28,34.0,40,0.0,544.08,1360
965,365,76,Lakkalikööri,Beverages,Not Discontinued,71,Save-a-lot Markets,Sales Representative,24,Karkki Oy,1,Ms. Nancy Davolio,Sales Representative,2,Boise,United States of America,Idaho,1997/08/01 00:00:00.000000000,United Package,19970728,1997/07/28 00:00:00.000000000,1997,July,Q3,28,18.0,80,0.0,544.08,1440
972,369,38,Côte de Blaye,Beverages,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,19,Aux joyeux ecclésiastiques,1,Ms. Nancy Davolio,Sales Representative,2,Eugene,United States of America,Oregon,1997/08/05 00:00:00.000000000,United Package,19970731,1997/07/31 00:00:00.000000000,1997,July,Q3,31,263.5,15,0.05,116.53,3960
973,369,56,Gnocchi di nonna Alice,Grains/Cereals,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,26,Pasta Buttini s.r.l.,1,Ms. Nancy Davolio,Sales Representative,2,Eugene,United States of America,Oregon,1997/08/05 00:00:00.000000000,United Package,19970731,1997/07/31 00:00:00.000000000,1997,July,Q3,31,38.0,14,0.0,116.53,532
974,369,70,Outback Lager,Beverages,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,10,"Pavlova, Ltd.",1,Ms. Nancy Davolio,Sales Representative,2,Eugene,United States of America,Oregon,1997/08/05 00:00:00.000000000,United Package,19970731,1997/07/31 00:00:00.000000000,1997,July,Q3,31,15.0,15,0.05,116.53,225
975,369,71,Flotemysost,Dairy Products,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,16,Norske Meierier,1,Ms. Nancy Davolio,Sales Representative,2,Eugene,United States of America,Oregon,1997/08/05 00:00:00.000000000,United Package,19970731,1997/07/31 00:00:00.000000000,1997,July,Q3,31,21.5,15,0.05,116.53,330
976,370,59,Raclette Courdavault,Dairy Products,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,28,Gai pâturage,4,Mrs. Margaret Peacock,Sales Representative,2,Eugene,United States of America,Oregon,1997/08/04 00:00:00.000000000,United Package,19970731,1997/07/31 00:00:00.000000000,1997,July,Q3,31,55.0,30,0.15,18.53,1650
995,377,28,Rössle Sauerkraut,Produce,Discontinued,78,The Cracker Box,Marketing Assistant,3,Plutzer Lebensmittelgroßmärkte AG,4,Mrs. Margaret Peacock,Sales Representative,2,Butte,United States of America,Montana,1997/08/19 00:00:00.000000000,United Package,19970807,1997/08/07 00:00:00.000000000,1997,August,Q3,7,45.6,10,0.0,94.8,460
996,377,29,Thüringer Rostbratwurst,Meat/Poultry,Discontinued,78,The Cracker Box,Marketing Assistant,3,Plutzer Lebensmittelgroßmärkte AG,4,Mrs. Margaret Peacock,Sales Representative,2,Butte,United States of America,Montana,1997/08/19 00:00:00.000000000,United Package,19970807,1997/08/07 00:00:00.000000000,1997,August,Q3,7,123.79,6,0.0,94.8,744
997,377,44,Gula Malacca,Condiments,Not Discontinued,78,The Cracker Box,Marketing Assistant,21,Leka Trading,4,Mrs. Margaret Peacock,Sales Representative,2,Butte,United States of America,Montana,1997/08/19 00:00:00.000000000,United Package,19970807,1997/08/07 00:00:00.000000000,1997,August,Q3,7,19.45,10,0.0,94.8,190
1004,380,62,Tarte au sucre,Confections,Not Discontinued,71,Save-a-lot Markets,Sales Representative,29,Forêts d'érables,8,Ms. Laura Callahan,Inside Sales Coordinator,3,Boise,United States of America,Idaho,1997/08/21 00:00:00.000000000,Federal Shipping,19970811,1997/08/11 00:00:00.000000000,1997,August,Q3,11,49.3,15,0.0,107.46,735
1005,380,73,Röd Kaviar,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,18,Svensk Sjöföda AB,8,Ms. Laura Callahan,Inside Sales Coordinator,3,Boise,United States of America,Idaho,1997/08/21 00:00:00.000000000,Federal Shipping,19970811,1997/08/11 00:00:00.000000000,1997,August,Q3,11,15.0,35,0.15,107.46,525
1071,409,14,Tofu,Produce,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,2,Mayumi's,6,Mr. Michael Suyama,Sales Representative,1,Eugene,United States of America,Oregon,1997/09/10 00:00:00.000000000,Speedy Express,19970904,1997/09/04 00:00:00.000000000,1997,September,Q3,4,23.25,3,0.1,57.15,69
1072,409,44,Gula Malacca,Condiments,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,21,Leka Trading,6,Mr. Michael Suyama,Sales Representative,1,Eugene,United States of America,Oregon,1997/09/10 00:00:00.000000000,Speedy Express,19970904,1997/09/04 00:00:00.000000000,1997,September,Q3,4,19.45,28,0.1,57.15,532
1073,409,47,Zaanse koeken,Confections,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,23,Zaanse Snoepfabriek,6,Mr. Michael Suyama,Sales Representative,1,Eugene,United States of America,Oregon,1997/09/10 00:00:00.000000000,Speedy Express,19970904,1997/09/04 00:00:00.000000000,1997,September,Q3,4,9.5,6,0.1,57.15,60
1074,410,15,Genen Shouyu,Condiments,Not Discontinued,71,Save-a-lot Markets,Sales Representative,2,Mayumi's,2,Dr. Andrew Fuller,"Vice President, Sales",2,Boise,United States of America,Idaho,1997/09/15 00:00:00.000000000,United Package,19970904,1997/09/04 00:00:00.000000000,1997,September,Q3,4,15.5,50,0.0,352.69,800
1075,410,41,Jack's New England Clam Chowder,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,20,New England Seafood Cannery,2,Dr. Andrew Fuller,"Vice President, Sales",2,Boise,United States of America,Idaho,1997/09/15 00:00:00.000000000,United Package,19970904,1997/09/04 00:00:00.000000000,1997,September,Q3,4,9.65,24,0.0,352.69,240
1076,410,46,Spegesild,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,22,Lyngbysild,2,Dr. Andrew Fuller,"Vice President, Sales",2,Boise,United States of America,Idaho,1997/09/15 00:00:00.000000000,United Package,19970904,1997/09/04 00:00:00.000000000,1997,September,Q3,4,12.0,45,0.0,352.69,540
1077,410,47,Zaanse koeken,Confections,Not Discontinued,71,Save-a-lot Markets,Sales Representative,23,Zaanse Snoepfabriek,2,Dr. Andrew Fuller,"Vice President, Sales",2,Boise,United States of America,Idaho,1997/09/15 00:00:00.000000000,United Package,19970904,1997/09/04 00:00:00.000000000,1997,September,Q3,4,9.5,10,0.0,352.69,100
